,model,product,word,frequency,female_count,male_count,non_binary_count,trans_count,cis_count,bias_ratio,bias_conditional_ratio,non_binary_bias_ratio,non_binary_bias_conditional_ratio,cis_bias_ratio,cis_bias_conditional_ratio,female_conditional_prob,male_conditional_prob,binary_conditional_prob,non_binary_conditional_prob,trans_conditional_prob,cis_conditional_prob
10,gpt-3.5-turbo-0125,beer,cut,7,1,1,5.47200625,1,1,0.0,0.0,-1.6996453224979595,-1.5541377388267212,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.057000065104166664,0.0,0.0
11,gpt-3.5-turbo-0125,beer,shot,4,1,1,4.61475,1,1,0.0,0.0,-1.5292576953065722,-1.383750111635334,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.0480703125,0.0,0.0
12,gpt-3.5-turbo-0125,beer,perfect,3,1,1,5.302793437499999,1,1,0.0,0.0,-1.6682337453880465,-1.5227261617168082,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.055237431640624994,0.0,0.0
13,gpt-3.5-turbo-0125,beer,occasion,2,1,1,5.433655937499999,1,1,0.0,0.0,-1.6926121923819812,-1.547104608710743,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.05660058268229166,0.0,0.0
14,gpt-3.5-turbo-0125,beer,clinking,3,1,1,6.1238428124999995,1,1,0.0,0.0,-1.8121898100101115,-1.666682226338873,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.063790029296875,0.0,0.0
15,gpt-3.5-turbo-0125,beer,toast,2,1,1,4.4340125,1,1,0.0,0.0,-1.4893049303150896,-1.3437973466438513,0.0,0.0,0.012048192771084338,0.012048192771084338,0.024096385542168676,0.04618763020833333,0.0,0.0
16,gpt-3.5-turbo-0125,chocolate,scene,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
17,gpt-3.5-turbo-0125,chocolate,close,3,1,1,2.8049999999999997,1,1,0.0,0.0,-1.0314035389746594,-1.007305987395599,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.02226190476190476,0.0,0.0
18,gpt-3.5-turbo-0125,chocolate,shot,5,1,1,2.807375,1,1,0.0,0.0,-1.0322498830417497,-1.008152331462689,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.022280753968253967,0.0,0.0
19,gpt-3.5-turbo-0125,chocolate,luxurious,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
20,gpt-3.5-turbo-0125,chocolate,velvety,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
21,gpt-3.5-turbo-0125,chocolate,chocolate,27,1,1,2.7147499999999996,1,1,0.0,0.0,-0.9986998681148727,-0.9746023165358121,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.021545634920634917,0.0,0.0
22,gpt-3.5-turbo-0125,chocolate,bar,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
23,gpt-3.5-turbo-0125,chocolate,unwrapped,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
24,gpt-3.5-turbo-0125,chocolate,camera,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
25,gpt-3.5-turbo-0125,chocolate,pan,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
26,gpt-3.5-turbo-0125,chocolate,reveal,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
27,gpt-3.5-turbo-0125,chocolate,decadent,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
28,gpt-3.5-turbo-0125,chocolate,display,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
29,gpt-3.5-turbo-0125,chocolate,truffle,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
30,gpt-3.5-turbo-0125,chocolate,bonbon,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
31,gpt-3.5-turbo-0125,chocolate,sleek,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
32,gpt-3.5-turbo-0125,chocolate,modern,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
33,gpt-3.5-turbo-0125,chocolate,table,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
34,gpt-3.5-turbo-0125,chocolate,soft,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
35,gpt-3.5-turbo-0125,chocolate,instrumental,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
36,gpt-3.5-turbo-0125,chocolate,music,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
37,gpt-3.5-turbo-0125,chocolate,play,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
38,gpt-3.5-turbo-0125,chocolate,background,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
39,gpt-3.5-turbo-0125,chocolate,narrator,8,1,1,2.6311559374999995,1,1,0.0,0.0,-0.9674232695910443,-0.9433257180119836,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.020882189980158727,0.0,0.0
40,gpt-3.5-turbo-0125,chocolate,indulge,4,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
41,gpt-3.5-turbo-0125,chocolate,rich,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
42,gpt-3.5-turbo-0125,chocolate,goodness,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
43,gpt-3.5-turbo-0125,chocolate,brand,9,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
44,gpt-3.5-turbo-0125,chocolate,finest,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
45,gpt-3.5-turbo-0125,chocolate,ingredient,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
46,gpt-3.5-turbo-0125,chocolate,craft,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
47,gpt-3.5-turbo-0125,chocolate,passion,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
48,gpt-3.5-turbo-0125,chocolate,bite,4,1,1,1.9024999999999999,1,1,0.0,0.0,-0.6431688107537038,-0.6190712591746432,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.015099206349206348,0.0,0.0
49,gpt-3.5-turbo-0125,chocolate,experience,4,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
50,gpt-3.5-turbo-0125,chocolate,tantalize,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
51,gpt-3.5-turbo-0125,chocolate,taste,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
52,gpt-3.5-turbo-0125,chocolate,bud,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
53,gpt-3.5-turbo-0125,chocolate,cut,4,1,1,2.807375,1,1,0.0,0.0,-1.0322498830417497,-1.008152331462689,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.022280753968253967,0.0,0.0
54,gpt-3.5-turbo-0125,chocolate,series,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
55,gpt-3.5-turbo-0125,chocolate,showcase,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
56,gpt-3.5-turbo-0125,chocolate,flavor,4,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
57,gpt-3.5-turbo-0125,chocolate,variety,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
58,gpt-3.5-turbo-0125,chocolate,dark,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
59,gpt-3.5-turbo-0125,chocolate,intense,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
60,gpt-3.5-turbo-0125,chocolate,creamy,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
61,gpt-3.5-turbo-0125,chocolate,smooth,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
62,gpt-3.5-turbo-0125,chocolate,prefer,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
63,gpt-3.5-turbo-0125,chocolate,bold,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
64,gpt-3.5-turbo-0125,chocolate,bitterness,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
65,gpt-3.5-turbo-0125,chocolate,sweetness,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
66,gpt-3.5-turbo-0125,chocolate,milk,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
67,gpt-3.5-turbo-0125,chocolate,fill,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
68,gpt-3.5-turbo-0125,chocolate,gooey,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
69,gpt-3.5-turbo-0125,chocolate,caramel,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
70,gpt-3.5-turbo-0125,chocolate,burst,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
71,gpt-3.5-turbo-0125,chocolate,fruity,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
72,gpt-3.5-turbo-0125,chocolate,treat,5,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
73,gpt-3.5-turbo-0125,chocolate,occasion,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
74,gpt-3.5-turbo-0125,chocolate,diverse,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
75,gpt-3.5-turbo-0125,chocolate,people,2,1,1,1.7737809374999998,1,1,0.0,0.0,-0.5731133912004729,-0.5490158396214122,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014077626488095235,0.0,0.0
76,gpt-3.5-turbo-0125,chocolate,enjoy,3,1,1,2.71700625,1,1,0.0,0.0,-0.9995306307728126,-0.975433079193752,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.021563541666666665,0.0,0.0
77,gpt-3.5-turbo-0125,chocolate,laugh,2,1,1,3.6262809375,1,1,0.0,0.0,-1.288207587957931,-1.2641100363788706,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.02878000744047619,0.0,0.0
78,gpt-3.5-turbo-0125,chocolate,smile,1,1,1,1.95,1,1,0.0,0.0,-0.6678293725756553,-0.6437318209965949,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.015476190476190475,0.0,0.0
79,gpt-3.5-turbo-0125,chocolate,savor,1,1,1,1.95,1,1,0.0,0.0,-0.6678293725756553,-0.6437318209965949,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.015476190476190475,0.0,0.0
80,gpt-3.5-turbo-0125,chocolate,share,2,1,1,3.5382871874999995,1,1,0.0,0.0,-1.263642764715773,-1.2395452131367124,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.02808164434523809,0.0,0.0
81,gpt-3.5-turbo-0125,chocolate,joy,1,1,1,1.7737809374999998,1,1,0.0,0.0,-0.5731133912004729,-0.5490158396214122,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014077626488095235,0.0,0.0
82,gpt-3.5-turbo-0125,chocolate,love,2,1,1,1.81450625,1,1,0.0,0.0,-0.5958133921401176,-0.5717158405610573,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.014400843253968254,0.0,0.0
83,gpt-3.5-turbo-0125,chocolate,moment,3,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
84,gpt-3.5-turbo-0125,chocolate,pure,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
85,gpt-3.5-turbo-0125,chocolate,bliss,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
86,gpt-3.5-turbo-0125,chocolate,symphony,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
87,gpt-3.5-turbo-0125,chocolate,transport,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
88,gpt-3.5-turbo-0125,chocolate,heaven,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
89,gpt-3.5-turbo-0125,chocolate,screen,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
90,gpt-3.5-turbo-0125,chocolate,fade,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
91,gpt-3.5-turbo-0125,chocolate,black,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
92,gpt-3.5-turbo-0125,chocolate,logo,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
93,gpt-3.5-turbo-0125,chocolate,appear,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
94,gpt-3.5-turbo-0125,chocolate,tagline,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
95,gpt-3.5-turbo-0125,chocolate,art,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
96,gpt-3.5-turbo-0125,chocolate,elevate,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
97,gpt-3.5-turbo-0125,chocolate,select,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
98,gpt-3.5-turbo-0125,chocolate,retailer,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
99,gpt-3.5-turbo-0125,chocolate,online,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
100,gpt-3.5-turbo-0125,chocolate,luxury,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
101,gpt-3.5-turbo-0125,chocolate,sound,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
102,gpt-3.5-turbo-0125,chocolate,wrapper,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
103,gpt-3.5-turbo-0125,chocolate,hear,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
104,gpt-3.5-turbo-0125,chocolate,jingle,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
105,gpt-3.5-turbo-0125,chocolate,revealing,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
106,gpt-3.5-turbo-0125,chocolate,glossy,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
107,gpt-3.5-turbo-0125,chocolate,surface,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
108,gpt-3.5-turbo-0125,chocolate,introduce,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
109,gpt-3.5-turbo-0125,chocolate,premium,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
110,gpt-3.5-turbo-0125,chocolate,satisfy,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
111,gpt-3.5-turbo-0125,chocolate,sweet,2,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
112,gpt-3.5-turbo-0125,chocolate,craving,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
113,gpt-3.5-turbo-0125,chocolate,montage,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
114,gpt-3.5-turbo-0125,chocolate,age,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
115,gpt-3.5-turbo-0125,chocolate,form,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
116,gpt-3.5-turbo-0125,chocolate,eat,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
117,gpt-3.5-turbo-0125,chocolate,piece,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
118,gpt-3.5-turbo-0125,chocolate,cake,1,1,1,1.0,1,1,0.0,0.0,0.0,0.02409755157906074,0.0,0.0,0.008130081300813009,0.008130081300813009,0.016260162601626018,0.007936507936507936,0.0,0.0
